Dispense#,A or D,plate name,ADW_123,SOR_123,,plate type,well ,Source Well,volume,,Dispense#,A or D,plate name,ADW_123,SOR_123,,plate type,well ,Destination Well,volume,Transfer Volume
411,A,SetupPlate1,1,1,3,96 Well Microplate,22,F3,2,,411,D,Output1,2,2,3,96 Well Microplate,83,C11,2,25
412,A,SetupPlate1,1,1,3,96 Well Microplate,5,E1,2,,412,D,Output1,2,2,3,96 Well Microplate,83,C11,2,25
413,A,SetupPlate1,1,1,3,96 Well Microplate,11,C2,2,,413,D,Output1,2,2,3,96 Well Microplate,83,C11,2,25
414,A,SetupPlate1,1,1,3,96 Well Microplate,14,F2,2,,414,D,Output1,2,2,3,96 Well Microplate,83,C11,2,25
415,A,SetupPlate1,1,1,3,96 Well Microplate,18,B3,2,,415,D,Output1,2,2,3,96 Well Microplate,83,C11,2,25
416,A,SetupPlate1,1,1,3,96 Well Microplate,22,F3,2,,416,D,Output1,2,2,3,96 Well Microplate,84,D11,2,25
417,A,SetupPlate1,1,1,3,96 Well Microplate,5,E1,2,,417,D,Output1,2,2,3,96 Well Microplate,84,D11,2,25
418,A,SetupPlate1,1,1,3,96 Well Microplate,11,C2,2,,418,D,Output1,2,2,3,96 Well Microplate,84,D11,2,25
419,A,SetupPlate1,1,1,3,96 Well Microplate,15,G2,2,,419,D,Output1,2,2,3,96 Well Microplate,84,D11,2,25
420,A,SetupPlate1,1,1,3,96 Well Microplate,18,B3,2,,420,D,Output1,2,2,3,96 Well Microplate,84,D11,2,25
421,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,421,D,Output1,2,2,3,96 Well Microplate,85,E11,2,25
422,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,422,D,Output1,2,2,3,96 Well Microplate,85,E11,2,25
423,A,SetupPlate1,1,1,3,96 Well Microplate,9,A2,2,,423,D,Output1,2,2,3,96 Well Microplate,85,E11,2,25
424,A,SetupPlate1,1,1,3,96 Well Microplate,12,D2,2,,424,D,Output1,2,2,3,96 Well Microplate,85,E11,2,25
425,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,425,D,Output1,2,2,3,96 Well Microplate,85,E11,2,25
426,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,426,D,Output1,2,2,3,96 Well Microplate,86,F11,2,25
427,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,427,D,Output1,2,2,3,96 Well Microplate,86,F11,2,25
428,A,SetupPlate1,1,1,3,96 Well Microplate,9,A2,2,,428,D,Output1,2,2,3,96 Well Microplate,86,F11,2,25
429,A,SetupPlate1,1,1,3,96 Well Microplate,13,E2,2,,429,D,Output1,2,2,3,96 Well Microplate,86,F11,2,25
430,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,430,D,Output1,2,2,3,96 Well Microplate,86,F11,2,25
431,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,431,D,Output1,2,2,3,96 Well Microplate,87,G11,2,25
432,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,432,D,Output1,2,2,3,96 Well Microplate,87,G11,2,25
433,A,SetupPlate1,1,1,3,96 Well Microplate,9,A2,2,,433,D,Output1,2,2,3,96 Well Microplate,87,G11,2,25
434,A,SetupPlate1,1,1,3,96 Well Microplate,14,F2,2,,434,D,Output1,2,2,3,96 Well Microplate,87,G11,2,25
435,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,435,D,Output1,2,2,3,96 Well Microplate,87,G11,2,25
436,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,436,D,Output1,2,2,3,96 Well Microplate,88,H11,2,25
437,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,437,D,Output1,2,2,3,96 Well Microplate,88,H11,2,25
438,A,SetupPlate1,1,1,3,96 Well Microplate,9,A2,2,,438,D,Output1,2,2,3,96 Well Microplate,88,H11,2,25
439,A,SetupPlate1,1,1,3,96 Well Microplate,15,G2,2,,439,D,Output1,2,2,3,96 Well Microplate,88,H11,2,25
440,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,440,D,Output1,2,2,3,96 Well Microplate,88,H11,2,25
441,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,441,D,Output1,2,2,3,96 Well Microplate,89,A12,2,25
442,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,442,D,Output1,2,2,3,96 Well Microplate,89,A12,2,25
443,A,SetupPlate1,1,1,3,96 Well Microplate,10,B2,2,,443,D,Output1,2,2,3,96 Well Microplate,89,A12,2,25
444,A,SetupPlate1,1,1,3,96 Well Microplate,12,D2,2,,444,D,Output1,2,2,3,96 Well Microplate,89,A12,2,25
445,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,445,D,Output1,2,2,3,96 Well Microplate,89,A12,2,25
446,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,446,D,Output1,2,2,3,96 Well Microplate,90,B12,2,25
447,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,447,D,Output1,2,2,3,96 Well Microplate,90,B12,2,25
448,A,SetupPlate1,1,1,3,96 Well Microplate,10,B2,2,,448,D,Output1,2,2,3,96 Well Microplate,90,B12,2,25
449,A,SetupPlate1,1,1,3,96 Well Microplate,13,E2,2,,449,D,Output1,2,2,3,96 Well Microplate,90,B12,2,25
450,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,450,D,Output1,2,2,3,96 Well Microplate,90,B12,2,25
451,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,451,D,Output1,2,2,3,96 Well Microplate,91,C12,2,25
452,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,452,D,Output1,2,2,3,96 Well Microplate,91,C12,2,25
453,A,SetupPlate1,1,1,3,96 Well Microplate,10,B2,2,,453,D,Output1,2,2,3,96 Well Microplate,91,C12,2,25
454,A,SetupPlate1,1,1,3,96 Well Microplate,14,F2,2,,454,D,Output1,2,2,3,96 Well Microplate,91,C12,2,25
455,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,455,D,Output1,2,2,3,96 Well Microplate,91,C12,2,25
456,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,456,D,Output1,2,2,3,96 Well Microplate,92,D12,2,25
457,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,457,D,Output1,2,2,3,96 Well Microplate,92,D12,2,25
458,A,SetupPlate1,1,1,3,96 Well Microplate,10,B2,2,,458,D,Output1,2,2,3,96 Well Microplate,92,D12,2,25
459,A,SetupPlate1,1,1,3,96 Well Microplate,15,G2,2,,459,D,Output1,2,2,3,96 Well Microplate,92,D12,2,25
460,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,460,D,Output1,2,2,3,96 Well Microplate,92,D12,2,25
461,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,461,D,Output1,2,2,3,96 Well Microplate,93,E12,2,25
462,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,462,D,Output1,2,2,3,96 Well Microplate,93,E12,2,25
463,A,SetupPlate1,1,1,3,96 Well Microplate,11,C2,2,,463,D,Output1,2,2,3,96 Well Microplate,93,E12,2,25
464,A,SetupPlate1,1,1,3,96 Well Microplate,12,D2,2,,464,D,Output1,2,2,3,96 Well Microplate,93,E12,2,25
465,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,465,D,Output1,2,2,3,96 Well Microplate,93,E12,2,25
466,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,466,D,Output1,2,2,3,96 Well Microplate,94,F12,2,25
467,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,467,D,Output1,2,2,3,96 Well Microplate,94,F12,2,25
468,A,SetupPlate1,1,1,3,96 Well Microplate,11,C2,2,,468,D,Output1,2,2,3,96 Well Microplate,94,F12,2,25
469,A,SetupPlate1,1,1,3,96 Well Microplate,13,E2,2,,469,D,Output1,2,2,3,96 Well Microplate,94,F12,2,25
470,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,470,D,Output1,2,2,3,96 Well Microplate,94,F12,2,25
471,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,471,D,Output1,2,2,3,96 Well Microplate,95,G12,2,25
472,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,472,D,Output1,2,2,3,96 Well Microplate,95,G12,2,25
473,A,SetupPlate1,1,1,3,96 Well Microplate,11,C2,2,,473,D,Output1,2,2,3,96 Well Microplate,95,G12,2,25
474,A,SetupPlate1,1,1,3,96 Well Microplate,14,F2,2,,474,D,Output1,2,2,3,96 Well Microplate,95,G12,2,25
475,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,475,D,Output1,2,2,3,96 Well Microplate,95,G12,2,25
476,A,SetupPlate1,1,1,3,96 Well Microplate,23,G3,2,,476,D,Output1,2,2,3,96 Well Microplate,96,H12,2,25
477,A,SetupPlate1,1,1,3,96 Well Microplate,6,F1,2,,477,D,Output1,2,2,3,96 Well Microplate,96,H12,2,25
478,A,SetupPlate1,1,1,3,96 Well Microplate,11,C2,2,,478,D,Output1,2,2,3,96 Well Microplate,96,H12,2,25
479,A,SetupPlate1,1,1,3,96 Well Microplate,15,G2,2,,479,D,Output1,2,2,3,96 Well Microplate,96,H12,2,25
480,A,SetupPlate1,1,1,3,96 Well Microplate,19,C3,2,,480,D,Output1,2,2,3,96 Well Microplate,96,H12,2,25
